2016/05/24 16:52:01,1,1,0,0,nodecay,acq,acq,not,0.98
2016/05/24 16:52:25,1,0,0,1,slwdecay,acq,not,not,0.9695457628176296
2016/05/24 16:52:46,1,0,0,1,slwdecay,acq,not,not,0.9483726886554095
2016/05/24 16:53:07,1,0,1,1,nodecay,acq,not,acq,0.87
2016/05/24 16:53:28,1,0,0,1,slwdecay,acq,not,not,0.8611610915550193
2016/05/24 16:53:48,1,0,0,0,avgdecay,acq,not,not,0.8387634080264071
2016/05/24 16:54:11,1,0,0,1,slwdecay,acq,not,not,0.811937231415707
2016/05/24 16:54:30,1,0,0,1,slwdecay,acq,not,not,0.7777442320439055
2016/05/24 16:54:51,1,0,0,1,slwdecay,acq,not,not,0.7371284155795508
2016/05/24 16:55:10,1,0,1,1,nodecay,acq,not,acq,0.87
2016/05/24 16:55:33,1,0,0,1,slwdecay,acq,not,acq,0.8598354374105261
2016/05/24 16:55:53,1,0,0,1,slwdecay,acq,not,acq,0.8410582324741744
2016/05/24 16:56:15,1,0,0,1,slwdecay,acq,not,not,0.8133060412767606
2016/05/24 16:56:36,1,0,1,1,nodecay,acq,not,acq,0.87
2016/05/24 16:56:56,1,0,1,1,nodecay,acq,not,acq,0.87
2016/05/24 16:57:18,1,0,1,1,nodecay,acq,not,acq,0.87
2016/05/24 16:57:38,1,0,0,1,slwdecay,acq,not,acq,0.8611610915550193
2016/05/24 16:57:59,1,0,0,1,slwdecay,acq,not,not,0.8436662333167141
2016/05/24 16:58:21,1,0,1,1,nodecay,acq,not,acq,0.87
2016/05/24 16:58:41,1,0,0,1,slwdecay,acq,not,not,0.8616029939898527
2016/05/24 16:59:02,1,0,1,1,nodecay,acq,not,acq,0.87
2016/05/24 16:59:22,1,0,1,1,nodecay,acq,not,acq,0.87
2016/05/24 16:59:42,1,0,1,1,nodecay,acq,not,acq,0.87
2016/05/24 17:00:03,1,0,0,1,slwdecay,acq,not,not,0.8611610915550193
2016/05/24 17:00:24,1,0,1,1,nodecay,acq,not,acq,0.87
2016/05/24 17:00:45,1,0,0,1,slwdecay,acq,not,not,0.8611610915550193
2016/05/24 17:01:06,1,0,1,1,nodecay,acq,not,acq,0.87
2016/05/24 17:01:26,1,0,1,1,nodecay,acq,not,acq,0.87
2016/05/24 17:01:48,1,0,1,1,nodecay,acq,not,acq,0.87
2016/05/24 17:02:08,1,0,0,1,slwdecay,acq,not,not,0.8611610915550193
2016/05/24 17:02:29,1,0,1,1,nodecay,acq,not,acq,0.87
2016/05/24 17:02:49,1,0,1,1,nodecay,acq,not,acq,0.87
2016/05/24 17:03:10,0,0,1,1,avgdecay,acq,not,acq,0.8589586075961392
2016/05/24 17:03:31,1,0,1,1,nodecay,acq,not,acq,0.87
2016/05/24 17:03:51,1,0,0,1,slwdecay,acq,not,acq,0.860719197603406
2016/05/24 17:04:12,1,0,0,1,slwdecay,acq,not,not,0.84279642178339
2016/05/24 17:04:32,1,0,0,1,slwdecay,acq,not,not,0.8162684956462659
2016/05/24 17:04:52,1,0,0,0,avgdecay,acq,not,not,0.7743857432666849
2016/05/24 17:05:11,1,0,0,1,slwdecay,acq,not,not,0.7347273855128924
2016/05/24 17:05:32,1,0,1,1,nodecay,acq,not,acq,0.87
2016/05/24 17:05:51,1,0,1,1,nodecay,acq,not,acq,0.87
2016/05/24 17:06:11,1,0,0,1,slwdecay,acq,not,not,0.8611610915550193
2016/05/24 17:06:31,1,0,1,1,nodecay,acq,not,acq,0.87
2016/05/24 17:06:51,1,0,0,1,slwdecay,acq,not,not,0.8611610915550193
2016/05/24 17:07:11,1,0,1,1,nodecay,acq,not,acq,0.87
2016/05/24 17:07:32,1,0,1,1,nodecay,acq,not,acq,0.87
2016/05/24 17:07:54,1,0,1,1,nodecay,acq,not,acq,0.87
2016/05/24 17:08:15,1,0,1,1,nodecay,acq,not,acq,0.87
2016/05/24 17:08:36,1,0,0,1,slwdecay,acq,not,acq,0.860719197603406
2016/05/24 17:08:56,1,0,0,1,slwdecay,acq,not,not,0.84279642178339
2016/05/24 17:09:19,1,0,1,1,nodecay,acq,not,acq,0.87
2016/05/24 17:09:39,1,0,1,1,nodecay,acq,not,acq,0.87
2016/05/24 17:09:59,1,0,0,1,slwdecay,acq,not,acq,0.8611610915550193
2016/05/24 17:10:19,1,0,1,1,nodecay,acq,not,acq,0.87
2016/05/24 17:10:41,1,0,1,1,nodecay,acq,not,acq,0.87
2016/05/24 17:11:02,1,0,1,1,nodecay,acq,not,acq,0.87
2016/05/24 17:11:24,1,0,1,1,nodecay,acq,not,acq,0.87
2016/05/24 17:11:45,1,0,0,1,slwdecay,acq,not,acq,0.860719197603406
2016/05/24 17:12:05,1,0,1,1,nodecay,acq,not,acq,0.87
2016/05/24 17:12:27,1,0,1,1,nodecay,acq,not,acq,0.87
2016/05/24 17:12:46,1,0,1,1,nodecay,acq,not,acq,0.87
2016/05/24 17:13:06,1,0,1,1,nodecay,acq,not,acq,0.87
2016/05/24 17:13:27,1,0,0,1,slwdecay,acq,not,acq,0.860719197603406
2016/05/24 17:13:47,1,0,1,1,nodecay,acq,not,acq,0.87
2016/05/24 17:14:07,1,0,1,1,nodecay,acq,not,acq,0.87
2016/05/24 17:14:29,1,0,0,1,slwdecay,acq,not,acq,0.8602773127002018
2016/05/24 17:14:50,1,0,0,1,slwdecay,acq,not,not,0.8419270878144547
2016/05/24 17:15:09,1,0,1,1,nodecay,acq,not,acq,0.87
2016/05/24 17:15:30,1,0,0,1,slwdecay,acq,not,not,0.8611610915550193
2016/05/24 17:15:49,1,0,0,0,avgdecay,acq,not,not,0.8398550557007715
2016/05/24 17:16:09,1,0,1,1,nodecay,acq,not,acq,0.87
2016/05/24 17:16:29,1,0,0,1,slwdecay,acq,not,not,0.8616029939898527
2016/05/24 17:16:48,1,0,0,1,slwdecay,acq,not,not,0.8445365213476475
2016/05/24 17:17:08,1,0,1,1,nodecay,acq,not,acq,0.87
2016/05/24 17:17:29,1,0,0,1,slwdecay,acq,not,acq,0.860719197603406
2016/05/24 17:17:50,1,0,1,1,nodecay,acq,not,acq,0.87
2016/05/24 17:18:10,1,0,1,1,nodecay,acq,not,acq,0.87
2016/05/24 17:18:30,1,0,0,1,slwdecay,acq,not,not,0.8616029939898527
2016/05/24 17:18:50,1,0,0,1,slwdecay,acq,not,not,0.8445365213476475
2016/05/24 17:19:10,1,0,1,1,nodecay,acq,not,acq,0.87
2016/05/24 17:19:31,1,0,1,1,nodecay,acq,not,acq,0.87
2016/05/24 17:19:53,1,0,0,1,slwdecay,acq,not,not,0.8602773127002018
2016/05/24 17:20:13,1,0,1,1,nodecay,acq,not,acq,0.87
2016/05/24 17:20:34,1,0,0,1,slwdecay,acq,not,not,0.8611610915550193
2016/05/24 17:20:56,1,0,1,1,nodecay,acq,not,acq,0.87
2016/05/24 17:21:16,1,0,1,1,nodecay,acq,not,acq,0.87
2016/05/24 17:21:36,1,0,1,1,nodecay,acq,not,acq,0.87
2016/05/24 17:21:57,1,0,0,1,slwdecay,acq,not,acq,0.8611610915550193
2016/05/24 17:22:18,1,0,0,1,slwdecay,acq,acq,not,0.8423549368005248
2016/05/24 17:22:40,1,1,0,0,nodecay,acq,acq,not,0.98
