2016/05/25 13:26:05,0,1,0,0,avgdecay,acq,acq,not,0.9
2016/05/25 13:26:28,0,1,0,0,avgdecay,acq,acq,not,0.8899420476208983
2016/05/25 13:27:48,0,1,0,0,avgdecay,acq,acq,not,0.9
2016/05/25 13:28:11,0,1,0,0,avgdecay,acq,acq,not,0.8894849352522685
2016/05/25 13:28:34,0,1,0,0,avgdecay,acq,acq,not,0.8687060124831575
2016/05/25 13:30:00,0,1,0,0,avgdecay,acq,acq,not,0.9
2016/05/25 13:30:25,0,1,0,0,avgdecay,acq,acq,not,0.8885707426881373
2016/05/25 13:30:48,1,0,0,1,slwdecay,acq,not,not,0.8755823621137262
2016/05/25 13:31:10,0,0,1,1,avgdecay,acq,not,acq,0.8449161634764811
2016/05/25 13:31:32,0,0,0,1,fstdecay,acq,not,not,0.5107026046822599
2016/05/25 13:31:53,0,0,1,1,avgdecay,acq,not,acq,0.4819706239152748
2016/05/25 13:32:35,1,1,0,0,nodecay,acq,acq,not,0.98
2016/05/25 13:32:58,0,0,0,1,fstdecay,acq,acq,not,0.8686649908915305
2016/05/25 13:33:20,0,0,0,1,fstdecay,acq,not,not,0.687950341942899
2016/05/25 13:33:41,0,0,1,1,avgdecay,acq,not,acq,0.6655989042978961
2016/05/25 13:34:01,0,0,0,1,fstdecay,acq,not,not,0.41618309272119036
2016/05/25 13:35:05,0,1,0,0,avgdecay,acq,acq,not,0.9
2016/05/25 13:35:27,1,0,0,1,slwdecay,acq,not,not,0.8942796098670002
2016/05/25 13:35:47,1,0,0,1,slwdecay,acq,not,not,0.8829123995109445
2016/05/25 13:36:07,1,0,1,1,nodecay,acq,not,acq,0.87
2016/05/25 13:36:27,0,0,0,1,fstdecay,acq,not,not,0.7839019278081123
2016/05/25 13:36:48,
2016/05/25 13:37:11,0,0,1,1,avgdecay,acq,not,acq,0.7584330327571746
2016/05/25 13:37:34,0,0,0,1,fstdecay,acq,not,not,0.4688855499800903
2016/05/25 13:39:40,1,1,0,0,nodecay,acq,acq,not,0.98
2016/05/25 13:40:03,1,0,0,1,slwdecay,acq,not,not,0.973459701451177
2016/05/25 13:40:24,1,1,0,0,nodecay,acq,acq,not,0.98
2016/05/25 13:40:45,1,0,0,1,slwdecay,acq,not,not,0.9737711307440667
2016/05/25 13:41:06,1,0,0,0,avgdecay,acq,acq,not,0.9525057824139836
2016/05/25 13:41:28,1,0,0,1,slwdecay,acq,not,not,0.9334399604680041
2016/05/25 13:41:49,1,0,0,1,slwdecay,acq,not,not,0.9088296484220916
2016/05/25 13:42:09,1,0,1,1,nodecay,acq,not,acq,0.87
2016/05/25 13:42:31,1,0,0,1,slwdecay,acq,not,not,0.863917345862357
2016/05/25 13:42:50,1,0,1,1,nodecay,acq,not,acq,0.87
2016/05/25 13:43:13,1,0,1,1,nodecay,acq,not,acq,0.87
2016/05/25 13:43:35,1,0,0,1,slwdecay,acq,not,not,0.863917345862357
2016/05/25 13:43:55,1,0,1,1,nodecay,acq,not,acq,0.87
2016/05/25 13:44:18,1,0,0,1,slwdecay,acq,not,not,0.863917345862357
2016/05/25 13:44:37,1,0,1,1,nodecay,acq,not,acq,0.87
2016/05/25 13:44:57,1,0,1,1,nodecay,acq,not,acq,0.87
2016/05/25 13:45:17,1,0,1,1,nodecay,acq,not,acq,0.87
2016/05/25 13:45:38,1,0,0,1,slwdecay,acq,not,not,0.8641938165944122
2016/05/25 13:45:59,1,0,1,1,nodecay,acq,not,acq,0.87
2016/05/25 13:46:20,1,0,0,1,slwdecay,acq,not,not,0.8644702895381001
2016/05/25 13:46:40,1,0,1,1,nodecay,acq,not,acq,0.87
2016/05/25 13:47:00,1,0,0,1,slwdecay,acq,not,not,0.8644702895381001
2016/05/25 13:47:20,1,0,1,1,nodecay,acq,not,acq,0.87
2016/05/25 13:47:39,1,0,0,1,slwdecay,acq,not,not,0.8644702895381001
2016/05/25 13:47:59,1,0,0,1,slwdecay,acq,not,not,0.8537566366530422
2016/05/25 13:48:19,1,0,1,1,nodecay,acq,not,acq,0.87
2016/05/25 13:48:39,1,0,0,1,slwdecay,acq,not,acq,0.8644702895381001
2016/05/25 13:49:02,1,0,1,1,nodecay,acq,not,acq,0.87
2016/05/25 13:49:25,1,0,0,1,slwdecay,acq,not,not,0.863917345862357
2016/05/25 13:49:45,1,0,1,1,nodecay,acq,not,acq,0.87
2016/05/25 13:50:07,1,0,1,1,nodecay,acq,not,acq,0.87
2016/05/25 13:50:30,1,0,1,1,nodecay,acq,not,acq,0.87
2016/05/25 13:50:50,1,0,0,1,slwdecay,acq,not,not,0.8644702895381001
2016/05/25 13:51:09,1,0,1,1,nodecay,acq,not,acq,0.87
2016/05/25 13:51:30,1,1,0,0,nodecay,acq,acq,not,0.98
2016/05/25 13:51:52,0,0,0,1,fstdecay,acq,acq,not,0.8734386263918225
2016/05/25 13:52:14,0,0,0,1,fstdecay,acq,acq,not,0.6877687789754564
2016/05/25 13:52:36,0,0,0,1,fstdecay,acq,acq,not,0.47684905396250843
