indicator_name,weigth,score,interval_width
UnloadedClassCount#PLAIN_SPS,1.0, 0.0, 0.9999,0.9999,0.9999,0.9999,10,10,0,
CollectionUsage.used#DIFFERENCE_SPS,1.0, 0.0, 0.9999,0.9999,0.9999,0.9999,10,10,0,
CurrentThreadCpuTime#PLAIN_SPS,1.0, 0.11257502238118743, 0.9999,0.9999,0.9999,0.9999,10,10,1,
Page Allocations DMA#PLAIN_HIST,1.0, 0.0, 0.5
HeapMemoryUsage.used#DIFFERENCE_HIST,1.0, 0.0, 0.5
OpenFileDescriptorCount#DIFFERENCE_HIST,1.0, 0.0, 0.5
CurrentThreadUserTime#PLAIN_HIST,1.0, 0.0, 0.5
Free Virtual Pages#PLAIN_HIST,1.0, 0.0, 0.5
CPU Idle Processes#DIFFERENCE_HIST,1.0, 0.0, 0.5
Inactive Memory#DIFFERENCE_SPS,1.0, 0.06174805661277596, 0.99,0.99,0.99,0.99,20,20,1,
Tcp_Syn#PLAIN_SPS,1.0, 0.0, 0.9999,0.9999,0.9999,0.9999,10,10,0,
CPU Niced Processes#DIFFERENCE_HIST,1.0, 0.0, 0.5
HeapMemoryUsage.committed#DIFFERENCE_SPS,1.0, 0.0, 0.9999,0.9999,0.9999,0.9999,10,10,0,
NonHeapMemoryUsage.committed#PLAIN_SPS,1.0, 0.0, 0.9999,0.9999,0.9999,0.9999,10,10,0,
Activated Virtual Pages#PLAIN_SPS,1.0, 0.06174805661277596, 0.99,0.99,0.99,0.99,20,20,1,
CPU Kernel Processes#DIFFERENCE_HIST,1.0, 0.0, 0.5
PageIn#DIFFERENCE_HIST,1.0, 0.0, 0.5
CPU User Processes#PLAIN_SPS,1.0, 0.15712813756292018, 0.99,0.99,0.99,0.99,20,20,0,
CPU Idle Processes#DIFFERENCE_SPS,1.0, 0.06174805661277596, 0.99,0.99,0.99,0.99,20,20,1,
Deactivated Virtual Pages#DIFFERENCE_HIST,1.0, 0.0, 0.5
HeapMemoryUsage.committed#PLAIN_SPS,1.0, 0.0, 0.9999,0.9999,0.9999,0.9999,10,10,0,
SystemCpuLoad#DIFFERENCE_SPS,1.0, 0.06174805661277596, 0.99,0.99,0.99,0.99,20,20,1,
UnloadedClassCount#DIFFERENCE_SPS,1.0, 0.0, 0.9999,0.9999,0.9999,0.9999,10,10,0,
Tcp_Syn#DIFFERENCE_SPS,1.0, 0.11257502238118743, 0.9999,0.9999,0.9999,0.9999,10,10,1,
Net_Received#DIFFERENCE_HIST,1.0, 0.0, 0.5
Free Swap Space#PLAIN_HIST,1.0, 0.0, 0.5
Net_Sent#DIFFERENCE_SPS,1.0, 0.0, 0.9999,0.9999,0.9999,0.9999,10,10,0,
PageOut#PLAIN_HIST,1.0, 0.03905742977454308, 2.5
CPU User Processes#PLAIN_HIST,1.0, 0.0, 0.5
NonHeapMemoryUsage.used#DIFFERENCE_SPS,1.0, 0.037517916865742955, 0.99,0.99,0.99,0.99,40,40,0,
CPU Interrupts#PLAIN_SPS,1.0, 0.0, 0.9999,0.9999,0.9999,0.9999,10,10,0,
PageIn#PLAIN_SPS,1.0, 0.0, 0.9999,0.9999,0.9999,0.9999,10,10,0,
CollectionUsage.used#PLAIN_SPS,1.0, 0.0, 0.9999,0.9999,0.9999,0.9999,10,10,0,
ProcessCpuLoad#DIFFERENCE_SPS,1.0, 0.029399585921325053, 0.9999,0.9999,0.9999,0.9999,30,30,0,
CPU Soft Interrupts#DIFFERENCE_HIST,1.0, 0.0, 0.5
Free Virtual Pages#PLAIN_SPS,1.0, 0.0, 0.9999,0.9999,0.9999,0.9999,10,10,0,
PeakUsage.used#DIFFERENCE_HIST,1.0, 0.0, 0.5
LoadedClassCount#DIFFERENCE_HIST,1.0, 0.0, 0.5
UnloadedClassCount#PLAIN_HIST,1.0, 0.0, 0.5
Buffers#DIFFERENCE_SPS,1.0, 0.0485025843721496, 0.99,0.99,0.99,0.99,40,40,1,
Activated Virtual Pages#DIFFERENCE_HIST,1.0, 0.0, 0.5
FreePhysicalMemorySize#PLAIN_HIST,1.0, 0.0, 0.5
Tcp_TimeWait#DIFFERENCE_HIST,1.0, 0.0, 0.5
NonHeapMemoryUsage.used#PLAIN_SPS,1.0, 0.30012077294685985, 0.9999,0.9999,0.9999,0.9999,30,30,1,
CollectionCount#DIFFERENCE_SPS,1.0, 0.0, 0.9999,0.9999,0.9999,0.9999,10,10,0,
TotalStartedThreadCount#PLAIN_HIST,1.0, 0.0, 0.5
Activated Virtual Pages#DIFFERENCE_SPS,1.0, 0.06174805661277596, 0.99,0.99,0.99,0.99,20,20,1,
Tcp_Close#DIFFERENCE_HIST,1.0, 0.0, 0.5
TotalLoadedClassCount#DIFFERENCE_SPS,1.0, 0.0, 0.9999,0.9999,0.9999,0.9999,10,10,0,
ProcessCpuLoad#DIFFERENCE_HIST,1.0, 0.03905742977454308, 2.5
CPU Niced Processes#DIFFERENCE_SPS,1.0, 0.0, 0.9999,0.9999,0.9999,0.9999,10,10,0,
CPU Idle Processes#PLAIN_SPS,1.0, 0.0, 0.9999,0.9999,0.9999,0.9999,10,10,0,
ProcessCpuTime#PLAIN_SPS,1.0, 0.10869565217391304, 0.999,0.999,0.999,0.999,40,40,0,
Major Page Faults#DIFFERENCE_HIST,1.0, 0.0, 0.5
ProcessCpuLoad#PLAIN_HIST,1.0, 0.0, 0.5
Tcp_Listen#PLAIN_SPS,1.0, 0.0485025843721496, 0.99,0.99,0.99,0.99,40,40,1,
Tcp_Listen#DIFFERENCE_HIST,1.0, 0.0, 0.5
Tcp_TimeWait#PLAIN_SPS,1.0, 0.0, 0.9999,0.9999,0.9999,0.9999,10,10,0,
CollectionTime#PLAIN_HIST,1.0, 0.0, 0.5
Tcp_Established#PLAIN_SPS,1.0, 0.0, 0.9999,0.9999,0.9999,0.9999,10,10,0,
UsageThresholdCount#PLAIN_SPS,1.0, 0.0, 0.9999,0.9999,0.9999,0.9999,10,10,0,
CPU User Processes#DIFFERENCE_HIST,1.0, 0.0, 0.5
CollectionTime#DIFFERENCE_HIST,1.0, 0.0, 0.5
HeapMemoryUsage.used#DIFFERENCE_SPS,1.0, 0.0, 0.9999,0.9999,0.9999,0.9999,10,10,0,
CurrentThreadCpuTime#DIFFERENCE_SPS,1.0, 0.029399585921325053, 0.9999,0.9999,0.9999,0.9999,30,30,0,
TotalStartedThreadCount#PLAIN_SPS,1.0, 0.0, 0.9999,0.9999,0.9999,0.9999,10,10,0,
Usage.used#PLAIN_SPS,1.0, 0.0, 0.9999,0.9999,0.9999,0.9999,10,10,0,
TotalLoadedClassCount#PLAIN_SPS,1.0, 0.08695652173913043, 0.9999,0.9999,0.9999,0.9999,20,20,0,
ThreadCount#DIFFERENCE_SPS,1.0, 0.0, 0.9999,0.9999,0.9999,0.9999,10,10,0,
Inactive Memory#PLAIN_SPS,1.0, 0.06174805661277596, 0.99,0.99,0.99,0.99,20,20,1,
CurrentThreadUserTime#DIFFERENCE_HIST,1.0, 0.0, 0.5
PeakThreadCount#PLAIN_HIST,1.0, 0.0, 0.5
Tcp_TimeWait#DIFFERENCE_SPS,1.0, 0.0, 0.9999,0.9999,0.9999,0.9999,10,10,0,
CPU Soft Interrupts#PLAIN_HIST,1.0, 0.0, 0.5
CommittedVirtualMemorySize#DIFFERENCE_SPS,1.0, 0.037517916865742955, 0.99,0.99,0.99,0.99,40,40,0,
Cached Memory#PLAIN_SPS,1.0, 0.06174805661277596, 0.99,0.99,0.99,0.99,20,20,1,
TotalLoadedClassCount#DIFFERENCE_HIST,1.0, 0.0, 0.5
Net_Received#PLAIN_HIST,1.0, 0.0, 0.5
UsageThresholdCount#DIFFERENCE_SPS,1.0, 0.0, 0.9999,0.9999,0.9999,0.9999,10,10,0,
Net_Sent#PLAIN_SPS,1.0, 0.0, 0.9999,0.9999,0.9999,0.9999,10,10,0,
Tcp_Listen#PLAIN_HIST,1.0, 0.0, 0.5
OpenFileDescriptorCount#DIFFERENCE_SPS,1.0, 0.0, 0.9999,0.9999,0.9999,0.9999,10,10,0,
FreeSwapSpaceSize#PLAIN_SPS,1.0, 0.0, 0.9999,0.9999,0.9999,0.9999,10,10,0,
CollectionCount#DIFFERENCE_HIST,1.0, 0.0, 0.5
PageOut#PLAIN_SPS,1.0, 0.0, 0.9999,0.9999,0.9999,0.9999,10,10,0,
UsageThresholdCount#PLAIN_HIST,1.0, 0.0, 0.5
NonHeapMemoryUsage.committed#DIFFERENCE_HIST,1.0, 0.0, 0.5
Free Memory#PLAIN_SPS,1.0, 0.08695652173913043, 0.9999,0.9999,0.9999,0.9999,20,20,0,
Tcp_Established#DIFFERENCE_SPS,1.0, 0.0, 0.9999,0.9999,0.9999,0.9999,10,10,0,
PeakUsage.used#PLAIN_HIST,1.0, 0.0, 0.5
CPU Idle Processes#PLAIN_HIST,1.0, 0.0, 0.5
CollectionCount#PLAIN_SPS,1.0, 0.0, 0.9999,0.9999,0.9999,0.9999,10,10,0,
Tcp_Close#PLAIN_SPS,1.0, 0.0, 0.9999,0.9999,0.9999,0.9999,10,10,0,
Free Memory#DIFFERENCE_HIST,1.0, 0.0, 0.5
CurrentThreadCpuTime#DIFFERENCE_HIST,1.0, 0.0, 0.5
CollectionUsage.used#DIFFERENCE_HIST,1.0, 0.0, 0.5
PageIn#DIFFERENCE_SPS,1.0, 0.30012077294685985, 0.9999,0.9999,0.9999,0.9999,30,30,1,
FreeSwapSpaceSize#PLAIN_HIST,1.0, 0.0, 0.5
CurrentThreadCpuTime#PLAIN_HIST,1.0, 0.0, 0.5
PageOut#DIFFERENCE_SPS,1.0, 0.0, 0.9999,0.9999,0.9999,0.9999,10,10,0,
NonHeapMemoryUsage.committed#PLAIN_HIST,1.0, 0.0, 0.5
Major Page Faults#PLAIN_SPS,1.0, 0.0, 0.9999,0.9999,0.9999,0.9999,10,10,0,
PeakUsage.used#DIFFERENCE_SPS,1.0, 0.0, 0.9999,0.9999,0.9999,0.9999,10,10,0,
Free Swap Space#DIFFERENCE_SPS,1.0, 0.0, 0.9999,0.9999,0.9999,0.9999,10,10,0,
ProcessCpuTime#DIFFERENCE_SPS,1.0, 0.037517916865742955, 0.99,0.99,0.99,0.99,40,40,0,
SystemCpuLoad#DIFFERENCE_HIST,1.0, 0.03905742977454308, 2.5
CollectionCount#PLAIN_HIST,1.0, 0.0, 0.5
PeakThreadCount#DIFFERENCE_SPS,1.0, 0.0, 0.9999,0.9999,0.9999,0.9999,10,10,0,
Usage.used#PLAIN_HIST,1.0, 0.0, 0.5
Net_Received#DIFFERENCE_SPS,1.0, 0.08695652173913043, 0.9999,0.9999,0.9999,0.9999,20,20,0,
Inactive Files#PLAIN_HIST,1.0, 0.0, 0.5
CPU Niced Processes#PLAIN_SPS,1.0, 0.0, 0.9999,0.9999,0.9999,0.9999,10,10,0,
Cached Memory#DIFFERENCE_HIST,1.0, 0.0, 0.5
Active Memory#DIFFERENCE_SPS,1.0, 0.054606504606504604, 0.999,0.999,0.999,0.999,20,20,0,
HeapMemoryUsage.used#PLAIN_SPS,1.0, 0.0, 0.9999,0.9999,0.9999,0.9999,10,10,0,
Tcp_Listen#DIFFERENCE_SPS,1.0, 0.0485025843721496, 0.99,0.99,0.99,0.99,40,40,1,
Major Page Faults#PLAIN_HIST,1.0, 0.0, 0.5
CPU I/O Wait Processes#PLAIN_SPS,1.0, 0.11257502238118743, 0.9999,0.9999,0.9999,0.9999,10,10,1,
Free Swap Space#PLAIN_SPS,1.0, 0.0, 0.9999,0.9999,0.9999,0.9999,10,10,0,
CPU User Processes#DIFFERENCE_SPS,1.0, 0.0, 0.9999,0.9999,0.9999,0.9999,10,10,0,
OpenFileDescriptorCount#PLAIN_SPS,1.0, 0.0, 0.9999,0.9999,0.9999,0.9999,10,10,0,
LoadedClassCount#DIFFERENCE_SPS,1.0, 0.05590062111801241, 0.9999,0.9999,0.9999,0.9999,20,20,1,
CPU Niced Processes#PLAIN_HIST,1.0, 0.0, 0.5
Active Memory#DIFFERENCE_HIST,1.0, 0.0, 0.5
ProcessCpuTime#PLAIN_HIST,1.0, 0.0, 0.5
Buffers#PLAIN_SPS,1.0, 0.06174805661277596, 0.99,0.99,0.99,0.99,20,20,1,
Cached Memory#DIFFERENCE_SPS,1.0, 0.06174805661277596, 0.99,0.99,0.99,0.99,20,20,1,
Active Files#DIFFERENCE_SPS,1.0, 0.06174805661277596, 0.99,0.99,0.99,0.99,20,20,1,
Major Page Faults#DIFFERENCE_SPS,1.0, 0.0, 0.9999,0.9999,0.9999,0.9999,10,10,0,
Inactive Files#DIFFERENCE_SPS,1.0, 0.06174805661277596, 0.99,0.99,0.99,0.99,20,20,1,
Active Memory#PLAIN_SPS,1.0, 0.08695652173913043, 0.9999,0.9999,0.9999,0.9999,20,20,0,
CollectionTime#PLAIN_SPS,1.0, 0.0, 0.9999,0.9999,0.9999,0.9999,10,10,0,
CPU I/O Wait Processes#DIFFERENCE_SPS,1.0, 0.0, 0.9999,0.9999,0.9999,0.9999,10,10,0,
Net_Sent#DIFFERENCE_HIST,1.0, 0.0, 0.5
PeakThreadCount#PLAIN_SPS,1.0, 0.0, 0.9999,0.9999,0.9999,0.9999,10,10,0,
NonHeapMemoryUsage.committed#DIFFERENCE_SPS,1.0, 0.0, 0.9999,0.9999,0.9999,0.9999,10,10,0,
PageOut#DIFFERENCE_HIST,1.0, 0.0, 0.5
PeakThreadCount#DIFFERENCE_HIST,1.0, 0.0, 0.5
TotalStartedThreadCount#DIFFERENCE_HIST,1.0, 0.0, 0.5
Free Swap Space#DIFFERENCE_HIST,1.0, 0.0, 0.5
Cached Memory#PLAIN_HIST,1.0, 0.0, 0.5
CPU Kernel Processes#PLAIN_SPS,1.0, 0.05590062111801241, 0.9999,0.9999,0.9999,0.9999,20,20,1,
FreeSwapSpaceSize#DIFFERENCE_SPS,1.0, 0.0, 0.9999,0.9999,0.9999,0.9999,10,10,0,
FreePhysicalMemorySize#PLAIN_SPS,1.0, 0.08695652173913043, 0.9999,0.9999,0.9999,0.9999,20,20,0,
Tcp_Close#DIFFERENCE_SPS,1.0, 0.0, 0.9999,0.9999,0.9999,0.9999,10,10,0,
FreeSwapSpaceSize#DIFFERENCE_HIST,1.0, 0.0, 0.5
CPU Interrupts#DIFFERENCE_SPS,1.0, 0.0485025843721496, 0.99,0.99,0.99,0.99,40,40,1,
Minor Page Faults#PLAIN_SPS,1.0, 0.05590062111801241, 0.9999,0.9999,0.9999,0.9999,20,20,1,
NonHeapMemoryUsage.used#DIFFERENCE_HIST,1.0, 0.0, 0.5
UnloadedClassCount#DIFFERENCE_HIST,1.0, 0.0, 0.5
Inactive Memory#PLAIN_HIST,1.0, 0.0, 0.5
CPU Soft Interrupts#DIFFERENCE_SPS,1.0, 0.0, 0.9999,0.9999,0.9999,0.9999,10,10,0,
Deactivated Virtual Pages#PLAIN_HIST,1.0, 0.0, 0.5
Inactive Files#PLAIN_SPS,1.0, 0.06174805661277596, 0.99,0.99,0.99,0.99,20,20,1,
NonHeapMemoryUsage.used#PLAIN_HIST,1.0, 0.0, 0.5
PageIn#PLAIN_HIST,1.0, 0.0, 0.5
Usage.used#DIFFERENCE_HIST,1.0, 0.0, 0.5
ThreadCount#PLAIN_HIST,1.0, 0.0, 0.5
HeapMemoryUsage.committed#DIFFERENCE_HIST,1.0, 0.0, 0.5
Active Memory#PLAIN_HIST,1.0, 0.02160059676044331, 1.0
Active Files#PLAIN_HIST,1.0, 0.0, 0.5
HeapMemoryUsage.committed#PLAIN_HIST,1.0, 0.0, 0.5
CPU Interrupts#PLAIN_HIST,1.0, 0.0, 0.5
Free Memory#DIFFERENCE_SPS,1.0, 0.04320317363795625, 0.999,0.999,0.999,0.999,20,20,1,
Minor Page Faults#DIFFERENCE_HIST,1.0, 0.0, 0.5
LoadedClassCount#PLAIN_HIST,1.0, 0.0, 0.5
Page Allocations DMA#PLAIN_SPS,1.0, 0.0, 0.9999,0.9999,0.9999,0.9999,10,10,0,
Active Files#PLAIN_SPS,1.0, 0.06174805661277596, 0.99,0.99,0.99,0.99,20,20,1,
Free Memory#PLAIN_HIST,1.0, 0.0, 0.5
