algorithm,knowledge,#checkers,avg_time(ms),avg_MatthewsCorrelationCoefficient,#top10,#top50,#top100,avg_MatthewsCorrelationCoefficient_top10,avg_MatthewsCorrelationCoefficient_top50,avg_MatthewsCorrelationCoefficient_top100,#conf
SOM,SINGLE,4.0,8449.25,-0.03865982722233515,4.0,4.0,4.0,-0.03865982722233515,-0.03865982722233515,-0.03865982722233515,8.0,
